product_average_rating,product_reviews_count,product_url,product_orignal_price,product_sale_price,product_discount,product_image,product_brand,product_name,product_brand_id,product_sku,seller_name,seller_percentage,seller_rate,seller_rate_level,seller_seller_id,seller_shipment_time,seller_url
4.6,3193,https://www.daraz.pk/products/aaaaaaaa-aaaaaaaa-5-aaaa-aaaaaa-aaaaaaaa-aaaaaaaa-aaaaaaaaaa-aaaaaaaa-aaaa-aaaaaa-i143150814-s1304028652.html?search=1,2000,1419,-29%,https://static-01.daraz.pk/p/6c8828d04f255677c3441838f0eda6b7.jpg,The Vintage,The Vintage Clothing Pack of 5 plain half sleeves T shirts for men,289138,143150814,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=143150814&channelSource=pdp
5.0,5,https://www.daraz.pk/products/pack-of-2-imported-high-quality-stylish-trendy-printed-men-tees-t-shirt-i171560118-s1342392557.html?search=1,2000,649,-68%,https://static-01.daraz.pk/p/3639cfb5725c9eea3db54b455ac5a235.jpg,The Vintage,Pack of 2 imported high quality stylish trendy printed men tees t shirt,289138,171560118,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=171560118&channelSource=pdp
4.6,67,https://www.daraz.pk/products/-i169128953-s1338736921.html?search=1,1000.0,349.0,-65%,https://static-01.daraz.pk/p/922f4385b14d817b9830ca3308a6c66b.jpg,The Vintage,New High quality imported printed t shirt for men,289138,169128953,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=169128953&channelSource=pdp
3.9,12,https://www.daraz.pk/products/2-i171540823-s1342380963.html?search=1,2000,649,-68%,https://static-01.daraz.pk/p/c9755c583c279230438c2d99d9202e08.jpg,The Vintage,Pack of 2 imported high quality stylish super hero casual printed men tees t shirt,289138,171540823,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=171540823&channelSource=pdp
4.8,11,https://www.daraz.pk/products/2-i171560184-s1342394588.html?search=1,2000,649,-68%,https://static-01.daraz.pk/p/cd800c1917b3a9aae54f3eb3ee4bc7fd.jpg,The Vintage,Pack of 2 imported high quality stylish super hero casual printed men tees t shirt,289138,171560184,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=171560184&channelSource=pdp
4.9,8,https://www.daraz.pk/products/select-by-daraz-t-shirt-for-men-boys-black-premium-quality-i391500009-s1915103969.html?search=1,799,399,-50%,https://static-01.daraz.pk/p/8a397a38d2646bce7b8e0e6a8251e780.png,Select by Daraz,Select by Daraz - T shirt For Men & Boys - Black (Premium Quality),123801216,391500009,Select by Daraz,92%,0.92,3,1000000,100%,//www.daraz.pk/shop/select-by-daraz/?itemId=391500009&channelSource=pdp
4.3,7,https://www.daraz.pk/products/select-by-daraz-t-shirt-for-men-boys-white-premium-quality-i391493594-s1915103995.html?search=1,899,499,-44%,https://static-01.daraz.pk/p/92812f550ba948c85051a71f13714279.png,Select by Daraz,Select by Daraz - T shirt For Men & Boys - White (Premium Quality),123801216,391493594,Select by Daraz,92%,0.92,3,1000000,100%,//www.daraz.pk/shop/select-by-daraz/?itemId=391493594&channelSource=pdp
4.3,40,https://www.daraz.pk/products/2-i171560199-s1342400367.html?search=1,2000.0,649.0,-68%,https://static-01.daraz.pk/p/da5e4ac6d7aaa97561a4c0d2dd0ab449.jpg,The Vintage,Pack of 2 imported high quality stylish casual printed men tees t shirt,289138,171560199,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=171560199&channelSource=pdp
4.4,32,https://www.daraz.pk/products/-i169134320-s1338754150.html?search=1,1000,349,-65%,https://static-01.daraz.pk/p/9e0e77b71a32e61b21cf1d6d64b0b6e7.jpg,The Vintage,High quality imported superman printed t shirt for men,289138,169134320,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=169134320&channelSource=pdp
4.8,12,https://www.daraz.pk/products/-i275218701-s1489051480.html?search=1,899.0,387.0,-57%,https://static-01.daraz.pk/p/d45c5f5df07cd4b5cd92bfef2811dda2.jpg,Paradise Zone,New Short Sleeve Printed Tshirt For Men,289682,275218701,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=275218701&channelSource=pdp
5.0,2,https://www.daraz.pk/products/elo-mens-ricardo-short-sleeve-minor-fault-tee-shirt-i382748433-s1884360523.html?search=1,349,279,-20%,https://static-01.daraz.pk/p/4a69cf88c3b9201c1bf44420cd1b4c65.jpg,ELO,elo -  Ricardo Short Sleeve Minor Fault t shirt for men,37270,382748433,elo,83%,0.83,3,10199,100%,//www.daraz.pk/shop/elo/?itemId=382748433&channelSource=pdp
4.5,11,https://www.daraz.pk/products/-i347866693-s1775971290.html?search=1,899,435,-52%,https://static-01.daraz.pk/p/cd490c4fd8df77315ada1b0691bb5719.jpg,Paradise Zone,New Short Sleeve SANFRANSCO Printed Summer Fashion Tshirt For Men,289682,347866693,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=347866693&channelSource=pdp
4.0,4,https://www.daraz.pk/products/-i272318023-s1485332611.html?search=1,999,199,-80%,https://static-01.daraz.pk/p/bddb8d38e8d8c736662c6cbfe1d71b88.jpg,No Brand,Red - Plain Round Neck Half Sleeves T-Shirt For Men,39704,272318023,Sherooz Collection,82%,0.82,3,8233,100%,//www.daraz.pk/shop/sherooz-collection-rawalpindi/?itemId=272318023&channelSource=pdp
4.4,169,https://www.daraz.pk/products/2-i171548561-s1342388944.html?search=1,2000,649,-68%,https://static-01.daraz.pk/p/f679afb00c941f193133d04cab3373a3.jpg,The Vintage,Pack of 2 imported high quality stylish casual printed men tees t shirt,289138,171548561,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=171548561&channelSource=pdp
4.3,93,https://www.daraz.pk/products/-i169874791-s1339684089.html?search=1,1000,349,-65%,https://static-01.daraz.pk/p/f57bde328d380abd7b63990e642392e2.jpg,The Vintage,New high quality lining style printed T shirt for men,289138,169874791,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=169874791&channelSource=pdp
4.0,2,https://www.daraz.pk/products/white-messi-printed-half-sleeves-t-shirts-i135338046-s1295608755.html?search=1,1000,270,-73%,https://static-01.daraz.pk/p/53b7613749565dd11158a213e68a9032.jpg,The Vintage,White Messi printed half sleeves T shirts,289138,135338046,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=135338046&channelSource=pdp
3.3,3,https://www.daraz.pk/products/-i398409828-s1927356948.html?search=1,4990.0,1497.0,-70%,https://static-01.daraz.pk/p/be4980bf127d2942cc7cf13c00fd5a2e.jpg,Levis,Levi's® Men's Slouchy Pocket Tee,40631,398409828,Levi's,92%,0.92,3,1000000,100%,//www.daraz.pk/shop/levis/?itemId=398409828&channelSource=pdp
4.8,4,https://www.daraz.pk/products/-i401528017-s1937968380.html?search=1,899,498,-45%,https://static-01.daraz.pk/p/1a586e6197e320034fb201646ccf5bab.jpg,Paradise Zone,Paradise ZOne New Short Sleeves Panel Contrast Fashion Tshirt For Men,289682,401528017,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=401528017&channelSource=pdp
4.5,22,https://www.daraz.pk/products/-i330631254-s1714829141.html?search=1,899.0,484.0,-46%,https://static-01.daraz.pk/p/9321020c7f8c0f79bdc5a4e44280e9db.jpg,Paradise Zone,Oversized Men's T shirts Dropped Shoulder Short Sleeve Tops Summer New Korean Style Loose Fit T-shirt For Men,289682,330631254,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=330631254&channelSource=pdp
4.7,42,https://www.daraz.pk/products/3-i170606485-s1340680351.html?search=1,3000.0,999.0,-67%,https://static-01.daraz.pk/p/1d77c647a62abaa6848da46919c263ce.jpg,The Vintage,Pack of 3 high quality imported casual printed T shirt for men,289138,170606485,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=170606485&channelSource=pdp
3.9,7,https://www.daraz.pk/products/pubg-t-i275082020-s1488784347.html?search=1,999,199,-80%,https://static-01.daraz.pk/p/ec8b96271fa8fee9b5066aae5928c071.jpg,No Brand,PUBG T Shirt For Men,39704,275082020,Sherooz Collection,82%,0.82,3,8233,100%,//www.daraz.pk/shop/sherooz-collection-rawalpindi/?itemId=275082020&channelSource=pdp
4.5,126,https://www.daraz.pk/products/3-i170618021-s1340670840.html?search=1,3000,999,-67%,https://static-01.daraz.pk/p/69a3ab0729bc47b4c45ae5eb0e05a6aa.jpg,The Vintage,Pack of 3 high quality imported casual new trend printed T shirt for men,289138,170618021,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=170618021&channelSource=pdp
4.3,223,https://www.daraz.pk/products/select-by-daraz-t-shirt-for-men-boys-round-neck-pack-of-2-i283006332-s1523299094.html?search=1,999,590,-41%,https://static-01.daraz.pk/p/70c0f2dc9e1b0987252731946dd4f777.jpg,Select by Daraz,Select by Daraz  - T shirt For Men & Boys (Round Neck) -  Pack of 2,123801216,283006332,Select by Daraz,92%,0.92,3,1000000,100%,//www.daraz.pk/shop/select-by-daraz/?itemId=283006332&channelSource=pdp
4.4,146,https://www.daraz.pk/products/select-by-daraz-t-shirt-for-men-boys-round-neck-pack-of-5-i282999660-s1523289390.html?search=1,2425,1399,-42%,https://static-01.daraz.pk/p/f76434051804d14e449779f4112a77df.jpg,Select by Daraz,Select by Daraz  - T shirt For Men & Boys (Round Neck) -  Pack of 5,123801216,282999660,Select by Daraz,92%,0.92,3,1000000,100%,//www.daraz.pk/shop/select-by-daraz/?itemId=282999660&channelSource=pdp
4.3,7,https://www.daraz.pk/products/2-i395138717-s1920262490.html?search=1,1200.0,664.0,-45%,https://static-01.daraz.pk/p/2bb188bc3b1ae63ef009892ff7479b53.jpg,Richman,RichMan Brand Pack of 2 premium printed T-shirt batman and Superman,155051,395138717,Rich Man,85%,0.85,3,6005013627338,100%,//www.daraz.pk/shop/rich-man/?itemId=395138717&channelSource=pdp
4.6,128,https://www.daraz.pk/products/-i169880379-s1339666618.html?search=1,1000,349,-65%,https://static-01.daraz.pk/p/95183c47b463bf56655726c9c2016948.jpg,The Vintage,New high quality stylish printed T shirt for men,289138,169880379,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=169880379&channelSource=pdp
4.4,80,https://www.daraz.pk/products/-i265876369-s1481830053.html?search=1,1600.0,949.0,-41%,https://static-01.daraz.pk/p/1126fbb36a747fff21e6fb73eac77163.jpg,Richman,T Shirt And Trouser Cotton Half Sleeves Tees Summer Collection Top Quality For Men All Black,155051,265876369,Rich Man,85%,0.85,3,6005013627338,100%,//www.daraz.pk/shop/rich-man/?itemId=265876369&channelSource=pdp
4.6,445,https://www.daraz.pk/products/4-i171546769-s1342398638.html?search=1,5000,1299,-74%,https://static-01.daraz.pk/p/94854f75a1ce0380b3f79d5b5389b4e3.jpg,The Vintage,Pack of 4 imported gym printed T-shirt,289138,171546769,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=171546769&channelSource=pdp
4.3,145,https://www.daraz.pk/products/select-by-daraz-t-shirt-for-men-boys-round-neck-pack-of-4-i283005369-s1523285551.html?search=1,1960.0,1199.0,-39%,https://static-01.daraz.pk/p/cd04737d04628c8f59cf75424cc3f8e5.jpg,Select by Daraz,Select by Daraz  - T shirt For Men & Boys (Round Neck) -  Pack of 4,123801216,283005369,Select by Daraz,92%,0.92,3,1000000,100%,//www.daraz.pk/shop/select-by-daraz/?itemId=283005369&channelSource=pdp
4.2,223,https://www.daraz.pk/products/-i179500481-s1357402461.html?search=1,1299,498,-62%,https://static-01.daraz.pk/p/ecf4e54ce3fdb41d4a985eea2783d4bf.jpg,No Brand,Karhai style design full sleeves T shirt for men & young boys,39704,179500481,Reasonable Fashion,82%,0.82,3,6005010036119,100%,//www.daraz.pk/shop/reasonable-fashion/?itemId=179500481&channelSource=pdp
4.6,157,https://www.daraz.pk/products/-i308815010-s1642568244.html?search=1,849,435,-49%,https://static-01.daraz.pk/p/3845567e0ed75cd968e368a89a8f8bdc.jpg,Paradise Zone,Long Sleeves Plain Multicolour Tshirts For Men,289682,308815010,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=308815010&channelSource=pdp
4.5,186,https://www.daraz.pk/products/5-i170596643-s1340688268.html?search=1,5000,1650,-67%,https://static-01.daraz.pk/p/f504d5e5a205130b2e747b715f5354bb.jpg,The Vintage,The Vintage Clothing Pack of 5 casual printed T shirts for men,289138,170596643,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=170596643&channelSource=pdp
4.6,240,https://www.daraz.pk/products/3-u-uu-u-u-u-u-uu-u-uuuu-u-u-uuu-u-u-i170598623-s1340684291.html?search=1,3000,999,-67%,https://static-01.daraz.pk/p/b9da8b87b7fe55a68df4d1ff986e74ff.jpg,The Vintage,Pack of 3 high quality imported stylish casual printed T shirt for men,289138,170598623,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=170598623&channelSource=pdp
4.4,238,https://www.daraz.pk/products/-i334842733-s1785644013.html?search=1,1000,375,-62%,https://static-01.daraz.pk/p/5d1a2a33d52b10a44b9c7a2f05ede41e.jpg,#Favourite,"Fine Cotton Jersey Full Sleeve T-Shirt For Men, Cutprice Round Neck Full sleeve T shirts",124438035,334842733,Texas Group,87%,0.87,3,6005024808838,100%,//www.daraz.pk/shop/texas-group/?itemId=334842733&channelSource=pdp
4.6,270,https://www.daraz.pk/products/-i263906023-s1480685025.html?search=1,849,581,-32%,https://static-01.daraz.pk/p/924f4a2a5e7bb343d83eaea6ddd8fbc5.jpg,Paradise Zone,New Long Sleeve Plain Panel Printed Tshirt For Men,289682,263906023,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=263906023&channelSource=pdp
4.7,302,https://www.daraz.pk/products/3-i170616129-s1340680367.html?search=1,3000.0,999.0,-67%,https://static-01.daraz.pk/p/f7f38ac703602eec2773bc4dc421e68e.jpg,The Vintage,Pack of 3 high quality imported casual trend printed tees T shirt for men,289138,170616129,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=170616129&channelSource=pdp
4.6,859,https://www.daraz.pk/products/5-u-uu-uuu-u-u-u-u-u-uuuu-u-u-u-i169102811-s1338716564.html?search=1,5000,1650,-67%,https://static-01.daraz.pk/p/47c2687fe38b5ea9764ae78bb79614f1.jpg,The Vintage,Pack of 5 high quality printed T-shirt tees for men,289138,169102811,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=169102811&channelSource=pdp
4.5,61,https://www.daraz.pk/products/pubg-i271978122-s1485053393.html?search=1,999.0,270.0,-73%,https://static-01.daraz.pk/p/ada4f619c153ccf8ced3563c0f8771e7.jpg,No Brand,White Half Sleeves Round Neck Cotton Printed Pubg T Shirt,39704,271978122,Sherooz Collection,82%,0.82,3,8233,100%,//www.daraz.pk/shop/sherooz-collection-rawalpindi/?itemId=271978122&channelSource=pdp
4.4,543,https://www.daraz.pk/products/markhor-printed-t-shirt-and-trouser-summer-track-suit-for-men-i299092832-s1617377222.html?search=1,899,898,-0.1%,https://static-01.daraz.pk/p/e1a0340c1967d12a20d468febeca5102.jpg,No Brand,Markhor Printed T-shirt And Trouser Summer Track Suit For Men,39704,299092832,Hafstore (Karachi),86%,0.86,3,11777,92%,//www.daraz.pk/shop/hafstore-karachi/?itemId=299092832&channelSource=pdp
4.4,522,https://www.daraz.pk/products/hy-i189662857-s1379994758.html?search=1,900.0,512.0,-43%,https://static-01.daraz.pk/p/25994e12453f4083c4e711077dac45c3.jpg,No Brand,"HY Boutique Lot Linning Screen Print on Full Sleeve T.Shirt, New Jet Summer Collection Rock Style for his Gift pack).",39704,189662857,shazi,82%,0.82,3,1017316,100%,//www.daraz.pk/shop/shazi/?itemId=189662857&channelSource=pdp
4.3,61,https://www.daraz.pk/products/-i153178027-s1317848531.html?search=1,1000.0,350.0,-65%,https://static-01.daraz.pk/p/ff13ff97415e204a19e911fac73fa99f.jpg,The Vintage,New back stylish high quality printed half sleeves T-shirt tees in wholesale price,289138,153178027,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=153178027&channelSource=pdp
4.5,5,https://www.daraz.pk/products/messi-cotton-printed-t-shirt-for-men-black-i3167867-s12529456.html?search=1,899,450,-50%,https://static-01.daraz.pk/p/0b0fae87c228b3b4ada476bf219f3349.jpg,Jack Beos,Messi Cotton Printed T-Shirt For Men - Black,193707,3167867,Jack Beos,90%,0.9,3,9367,90%,//www.daraz.pk/shop/jack-beos-karachi/?itemId=3167867&channelSource=pdp
4.5,35,https://www.daraz.pk/products/select-by-daraz-t-shirt-for-men-boys-round-neck-pack-of-2-black-i316244291-s1674631128.html?search=1,999,590,-41%,https://static-01.daraz.pk/p/074ecf74e6839a2938a8a92c61b404e5.jpg,Select by Daraz,Select by Daraz  - T shirt For Men & Boys (Round Neck)  -  Pack of 2  -  Black,123801216,316244291,Select by Daraz,92%,0.92,3,1000000,100%,//www.daraz.pk/shop/select-by-daraz/?itemId=316244291&channelSource=pdp
4.5,41,https://www.daraz.pk/products/-i169884364-s1339672629.html?search=1,1000,349,-65%,https://static-01.daraz.pk/p/b4881f18fa1224ca9a1754484f2340bd.jpg,The Vintage,New high quality Superman stylish printed T shirt for men,289138,169884364,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=169884364&channelSource=pdp
5.0,1,https://www.daraz.pk/products/-i317553989-s1684373112.html?search=1,799,387,-52%,https://static-01.daraz.pk/p/84208d2323bff72c6c8572c15a08787f.jpg,Paradise Zone,New Short Sleeves Money Heist Printed Tshirt For Men,289682,317553989,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=317553989&channelSource=pdp
0.0,0,https://www.daraz.pk/products/elo-mm-mens-crew-neck-embro-tee-shirt-i384242391-s1887395468.html?search=1,499,399,-20%,https://static-01.daraz.pk/p/71722650aedb2317313ed4b351ce8c54.jpg,ELO,elo - MM  Crew Neck Embro t shirt for men,37270,384242391,elo,83%,0.83,3,10199,100%,//www.daraz.pk/shop/elo/?itemId=384242391&channelSource=pdp
3.6,9,https://www.daraz.pk/products/friends-black-cotton-full-sleeves-tshirt-for-men-1262019-i131884845-s1291973464.html?search=1,1099,550,-50%,https://static-01.daraz.pk/p/289b71f45882819816f934314241edad.jpg,Jack Beos,Friends Black Cotton Full Sleeves TShirt For Men - 1262019,193707,131884845,Jack Beos,90%,0.9,3,9367,90%,//www.daraz.pk/shop/jack-beos-karachi/?itemId=131884845&channelSource=pdp
4.3,39,https://www.daraz.pk/products/-i169878667-s1339672616.html?search=1,1000,349,-65%,https://static-01.daraz.pk/p/d5aef854d69be8837a31a960e43ba5a7.jpg,The Vintage,New high quality Superman stylish printed T shirt for men,289138,169878667,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=169878667&channelSource=pdp
5.0,1,https://www.daraz.pk/products/elo-mens-printed-v-neck-tee-shirt-mashrou-leila-arabic-3-i382773334-s1884396009.html?search=1,449,359,-20%,https://static-01.daraz.pk/p/b969b58dfd6526c0874ecb0195ba2c89.jpg,ELO,elo -  Printed V Neck  Mashrou' Leila Arabic 3t shirt for men,37270,382773334,elo,83%,0.83,3,10199,100%,//www.daraz.pk/shop/elo/?itemId=382773334&channelSource=pdp
0.0,0,https://www.daraz.pk/products/elo-rumble-republic-charlit-arcade-printed-crew-neck-tee-shirt-i384245057-s1887394848.html?search=1,549,439,-20%,https://static-01.daraz.pk/p/4bab5571b8a42a6351c6950fd5d4b218.jpg,ELO,elo - Rumble Republic Charlit Arcade Printed Crew Neck t shirt for men,37270,384245057,elo,83%,0.83,3,10199,100%,//www.daraz.pk/shop/elo/?itemId=384245057&channelSource=pdp
3.2,13,https://www.daraz.pk/products/-i222772779-s1439341776.html?search=1,700,428,-39%,https://static-01.daraz.pk/p/ab4aa80c06ac41d8b1f93410dbb10081.jpg,Richman,Basic Round Neck T-Shirt For Men,155051,222772779,Rich Man,85%,0.85,3,6005013627338,100%,//www.daraz.pk/shop/rich-man/?itemId=222772779&channelSource=pdp
5.0,1,https://www.daraz.pk/products/elo-le-mens-deer-embroidered-v-neck-tee-shirt-i382769438-s1884389799.html?search=1,599,479,-20%,https://static-01.daraz.pk/p/934630d50ace61c931c3cffed22ab85c.jpg,ELO,elo - LE  Deer Embroidered V-Neck t shirt for men,37270,382769438,elo,83%,0.83,3,10199,100%,//www.daraz.pk/shop/elo/?itemId=382769438&channelSource=pdp
5.0,1,https://www.daraz.pk/products/elo-mens-printed-crew-neck-tee-shirt-bravery-i382769239-s1884384673.html?search=1,499,399,-20%,https://static-01.daraz.pk/p/7b025fc1edec79c625cd924fac79dbca.jpg,ELO,elo -  Printed Crew Neck  Braveryt shirt for men,37270,382769239,elo,83%,0.83,3,10199,100%,//www.daraz.pk/shop/elo/?itemId=382769239&channelSource=pdp
4.6,33,https://www.daraz.pk/products/pz-5-i127990101-s1287090125.html?search=1,1999,1598,-20%,https://static-01.daraz.pk/p/ed3ee2edcec4ced5b31967d4dc342b97.jpg,Paradise Zone,PZ Half Sleeves Pack Of 5 Plain Multicolor Tshirt For Men,289682,127990101,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=127990101&channelSource=pdp
4.1,15,https://www.daraz.pk/products/-i169120555-s1338720979.html?search=1,1000,350,-65%,https://static-01.daraz.pk/p/520d3b9cfae6fbeee6ee57d0e392fcd2.jpg,The Vintage,High quality imported stylish printed t shirt for men,289138,169120555,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=169120555&channelSource=pdp
3.3,3,https://www.daraz.pk/products/friends-digital-cotton-printed-t-shirt-for-men-black-i104384027-s1250780048.html?search=1,899.0,450.0,-50%,https://static-01.daraz.pk/p/ed7312d96577409f0c12aefdccd2068f.jpg,Jack Beos,Friends Digital Cotton Printed T-Shirt For Men - Black,193707,104384027,Jack Beos,90%,0.9,3,9367,90%,//www.daraz.pk/shop/jack-beos-karachi/?itemId=104384027&channelSource=pdp
5.0,4,https://www.daraz.pk/products/-i309986475-s1647532096.html?search=1,899,435,-52%,https://static-01.daraz.pk/p/3225325e94260173bd3d1a385d7b8983.jpg,Paradise Zone,Long Sleeves Plain Multicolour Tshirts For Men,289682,309986475,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=309986475&channelSource=pdp
4.6,25,https://www.daraz.pk/products/-i218924791-s1430781332.html?search=1,849,435,-49%,https://static-01.daraz.pk/p/601cc1ae77042075fdfa381f9d855b58.jpg,Paradise Zone,Long Sleeves Henley Tshirts For Men,289682,218924791,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=218924791&channelSource=pdp
1.0,1,https://www.daraz.pk/products/select-by-daraz-full-sleeves-t-shirt-for-men-boys-pack-of-3-black-maroon-navy-blue-i391637710-s1915168360.html?search=1,1500,1090,-27%,https://static-01.daraz.pk/p/f3239c8978545ec342883320158b2a78.jpg,Select by Daraz,"Select by Daraz - Full Sleeves T shirt For Men & Boys - Pack of 3 (Black, Maroon & Navy Blue)",123801216,391637710,Select by Daraz,92%,0.92,3,1000000,100%,//www.daraz.pk/shop/select-by-daraz/?itemId=391637710&channelSource=pdp
4.8,35,https://www.daraz.pk/products/select-by-daraz-t-shirt-for-men-boys-round-neck-black-plum-i316241863-s1674628776.html?search=1,999.0,590.0,-41%,https://static-01.daraz.pk/p/b44fd2740eb0b069df7a7058fe1cafab.jpg,Select by Daraz,Select by Daraz  - T shirt For Men & Boys (Round Neck)  -  Black & Plum,123801216,316241863,Select by Daraz,92%,0.92,3,1000000,100%,//www.daraz.pk/shop/select-by-daraz/?itemId=316241863&channelSource=pdp
4.6,43,https://www.daraz.pk/products/-i169872843-s1339660932.html?search=1,1000,349,-65%,https://static-01.daraz.pk/p/399352a8230dd66f5337acb1bca7384e.jpg,The Vintage,New high quality lining style printed T shirt for men,289138,169872843,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=169872843&channelSource=pdp
4.9,25,https://www.daraz.pk/products/code-plain-round-neck-t-shirt-for-men-half-sleeves-t-shirts-for-men-i332575063-s1725162692.html?search=1,677.0,484.0,-29%,https://static-01.daraz.pk/p/07d0948a8dd6bf13239f18aab9df48dc.jpg,code,Code Plain Round Neck T-Shirt For Men | Half Sleeves T-Shirts For Men,132679,332575063,CODE,93%,0.93,3,1011279,100%,//www.daraz.pk/shop/code/?itemId=332575063&channelSource=pdp
4.4,50,https://www.daraz.pk/products/select-by-daraz-full-sleeves-t-shirt-for-men-boys-black-i356828096-s1795326253.html?search=1,699,449,-36%,https://static-01.daraz.pk/p/5aceef5af612324b6e13dc5853d325c3.jpg,Select by Daraz,Select by Daraz  - Full Sleeves T shirt For Men & Boys -  Black,123801216,356828096,Select by Daraz,92%,0.92,3,1000000,100%,//www.daraz.pk/shop/select-by-daraz/?itemId=356828096&channelSource=pdp
4.5,109,https://www.daraz.pk/products/high-quality-imported-vintage-printed-sweat-t-shirt-for-men-i169134274-s1338732875.html?search=1,2000,499,-75%,https://static-01.daraz.pk/p/0cd5b92ec20f25825cfe12391144be73.jpg,The Vintage,The Vintage Clothing premium printed superhero sweatshirt,289138,169134274,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=169134274&channelSource=pdp
4.8,4,https://www.daraz.pk/products/elo-arco-mens-openreach-embroidered-short-sleeve-minor-fault-tee-shirt-i382754666-s1884375787.html?search=1,449,359,-20%,https://static-01.daraz.pk/p/aac423d22d03767596c85479a83d1154.jpg,ELO,elo - Arco  Openreach Embroidered Short Sleeve Minor Fault t shirt for men,37270,382754666,elo,83%,0.83,3,10199,100%,//www.daraz.pk/shop/elo/?itemId=382754666&channelSource=pdp
0.0,0,https://www.daraz.pk/products/-i272427416-s1485474327.html?search=1,999,299,-70%,https://static-01.daraz.pk/p/9164c8585556a7d6a68d45f97c2573e4.jpg,No Brand,Summer Plain T-shirt white-Red-Black,39704,272427416,Sherooz Collection,82%,0.82,3,8233,100%,//www.daraz.pk/shop/sherooz-collection-rawalpindi/?itemId=272427416&channelSource=pdp
4.3,12,https://www.daraz.pk/products/2-i170602578-s1340672746.html?search=1,2000,699,-65%,https://static-01.daraz.pk/p/b4d88f802e36754beffafec91795cac9.jpg,The Vintage,Pack of 2 high quality stylish printed T shirt for men,289138,170602578,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=170602578&channelSource=pdp
