product_average_rating,product_reviews_count,product_url,product_orignal_price,product_sale_price,product_discount,product_image,product_brand,product_name,product_brand_id,product_sku,seller_name,seller_percentage,seller_rate,seller_rate_level,seller_seller_id,seller_shipment_time,seller_url
4.5,13,https://www.daraz.pk/products/-i365085973-s1817008389.html?search=1,1200.0,699.0,-42%,https://static-01.daraz.pk/p/25a0e20a9aeeaad2df82beda4653bb2a.jpg,No Brand,Customize Golden Name Print T-shirt for Men and Women (Black),39704,365085973,E-Businesses,98%,0.98,3,6005030133212,100%,//www.daraz.pk/shop/e-businesses/?itemId=365085973&channelSource=pdp
5.0,3,https://www.daraz.pk/products/new-rihui-printed-half-sleeve-t-shirts-i329542481-s1707404693.html?search=1,1000,750,-25%,https://static-01.daraz.pk/p/9fa78f00166f0aa43101ee59560e2ed5.jpg,No Brand,New Rihui Printed Half Sleeve T Shirts,39704,329542481,MA K store,90%,0.9,3,1115716,97%,//www.daraz.pk/shop/online-shopping-1572288897/?itemId=329542481&channelSource=pdp
4.0,2,https://www.daraz.pk/products/pack-of-3-smart-fitting-trendy-black-light-grey-navy-blue-color-superhero-pubg-printed-fashionable-top-quality-tee-tag-trendy-printed-tee-shirt-half-sleeve-cotton-t-shirt-short-sleeve-tshirt-print-funny-round-neck-t-shirt-tee-top-i391368498-s1915033515.html?search=1,1499,939,-37%,https://static-01.daraz.pk/p/832fea21e56a54b0487abba59f7f9504.jpg,No Brand,Pack of 3 Smart Fitting trendy Black - Light Grey - Navy Blue Color Superhero - Pubg Printed Fashionable Top Quality Tee Tag Trendy Printed Tee shirt Half Sleeve Cotton T-shirt Short Sleeve Tshirt Print Funny Round Neck T shirt Tee Top,39704,391368498,M & H STORE,85%,0.85,3,1144530,97%,//www.daraz.pk/shop/m-h-store-1578144476/?itemId=391368498&channelSource=pdp
5.0,1,https://www.daraz.pk/products/brocode-full-sleeves-t-shirt-for-men-grey-navy-raglan-i402145150-s1943031909.html?search=1,1650,1250,-24%,https://static-01.daraz.pk/p/691f88989712a581bcd55a876f255746.jpg,BROCODE,Brocode - Full Sleeves T-shirt For Men - Grey Navy Raglan,125112827,402145150,Brocode,97%,0.97,3,1025976,100%,//www.daraz.pk/shop/brocode-1/?itemId=402145150&channelSource=pdp
0.0,0,https://www.daraz.pk/products/-i403515334-s1946293265.html?search=1,1000,350,-65%,https://static-01.daraz.pk/p/7efdcb64e039fa75d951aec3643e5e59.jpg,No Brand,New stylish half sleeves t shirt for mans and boys,39704,403515334,M.H fashion0000,94%,0.94,3,6005043996907,100%,//www.daraz.pk/shop/dwp6gnrl/?itemId=403515334&channelSource=pdp
5.0,5,https://www.daraz.pk/products/t-shirt-for-man-your-attitude-my-foot-printed-summer-collection-cotton-round-neck-half-sleeve-i390127328-s1914345846.html?search=1,699,346,-51%,https://static-01.daraz.pk/p/a849a58d429005e880f2cc0151107268.jpg,No Brand,T shirt for Man Your Attitude My Foot Printed Summer collection Cotton Round Neck Half sleeve,39704,390127328,Salaar Store,85%,0.85,3,6005011779503,97%,//www.daraz.pk/shop/salaar-store/?itemId=390127328&channelSource=pdp
0.0,0,https://www.daraz.pk/products/2-i391223745-s1914962618.html?search=1,1000,599,-40%,https://static-01.daraz.pk/p/ba1aaf27c4841c1d7282c954a3af8557.jpg,The Vintage,The Vintage Clothing pack of 2 premium quality t shirts for men and women,289138,391223745,The Vintage Clothing,88%,0.88,3,1128650,99%,//www.daraz.pk/shop/vintage-apparels/?itemId=391223745&channelSource=pdp
0.0,0,https://www.daraz.pk/products/new-fashionable-style-t-shirt-for-men-i402581929-s1943054946.html?search=1,1500,799,-47%,https://static-01.daraz.pk/p/9c711d7222332dc6a3a186b990421d1a.jpg,No Brand,NEW FASHIONABLE STYLE  T SHIRT FOR MEN,39704,402581929,A.R Shopping,86%,0.86,3,6005013261201,100%,//www.daraz.pk/shop/ar-shopping1621317436/?itemId=402581929&channelSource=pdp
0.0,0,https://www.daraz.pk/products/-i188468730-s1377848747.html?search=1,699,619,-11%,https://static-01.daraz.pk/p/ff798325235cd63f0ca1176b94227d82.jpg,No Brand,Plain tshirt Black t shirt Cotton Full Sleeve t shirt Mens Long sleeve Tshirt All Color Availalble,39704,188468730,ShoppingKey (Karachi),89%,0.89,3,12450,100%,//www.daraz.pk/shop/shoppingkey-karachi/?itemId=188468730&channelSource=pdp
4.6,372,https://www.daraz.pk/products/-i134913957-s1295233293.html?search=1,999,581,-42%,https://static-01.daraz.pk/p/6891b3322e3b881def7156170de33d1a.jpg,Paradise Zone,Paradise Zone Full Sleeves Kurti Plain Tshirts For Men,289682,134913957,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=134913957&channelSource=pdp
4.6,231,https://www.daraz.pk/products/henly-brown-check-tshirt-for-men-i207130011-s1411906281.html?search=1,999,581,-42%,https://static-01.daraz.pk/p/39492f6866371e5030660d54c2afc4f8.jpg,Paradise Zone,Henly Brown Check Tshirt For Men,289682,207130011,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=207130011&channelSource=pdp
4.7,38,https://www.daraz.pk/products/-i197310851-s1392974437.html?search=1,900,620,-31%,https://static-01.daraz.pk/p/e6184da961fcea8638c8bcc3ea37a0be.jpg,,Harley Davidson Cycle T Shirt,199573,197310851,Bolton (Karachi),87%,0.87,3,15622,92%,//www.daraz.pk/shop/bolton-karachi/?itemId=197310851&channelSource=pdp
0.0,0,https://www.daraz.pk/products/black-printed-summer-tracksuit-t-shirt-and-shorts-for-men-i397684321-s1924696534.html?search=1,1199,1198,-0.1%,https://static-01.daraz.pk/p/695dcdb5ff8f5a1363333b557ad3238f.jpg,No Brand,Black Printed Summer Tracksuit T-Shirt and Shorts for Men,39704,397684321,Hafstore (Karachi),86%,0.86,3,11777,92%,//www.daraz.pk/shop/hafstore-karachi/?itemId=397684321&channelSource=pdp
4.4,93,https://www.daraz.pk/products/black-marshmallow-t-shirt-for-men-cotton-half-sleeve-t-shirt-170320222-i274886593-s1488532329.html?search=1,850,450,-47%,https://static-01.daraz.pk/p/86fe6f41f2b47793eb021881430cc583.jpg,Jack Beos,Black Marshmallow T Shirt for Men  Cotton Half Sleeve T Shirt 170320222,193707,274886593,Jack Beos,90%,0.9,3,9367,90%,//www.daraz.pk/shop/jack-beos-karachi/?itemId=274886593&channelSource=pdp
4.6,454,https://www.daraz.pk/products/-i183300734-s1393738269.html?search=1,1200,450,-62%,https://static-01.daraz.pk/p/68eac04fe5c6911cb4fb97f2876661e0.jpg,,Surteez Raglan Full Sleeve tshirt for men,123509616,183300734,Surti Express,91%,0.91,3,6005012112188,52%,//www.daraz.pk/shop/surti-express/?itemId=183300734&channelSource=pdp
4.6,299,https://www.daraz.pk/products/-i193984475-s1388106653.html?search=1,899,581,-35%,https://static-01.daraz.pk/p/ab8ec7f44bc56822b6f2f0032ee3f5a7.jpg,Paradise Zone,New Long Sleeves Printed Tshirts For Men,289682,193984475,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=193984475&channelSource=pdp
4.5,73,https://www.daraz.pk/products/stylish-design-lining-full-sleeve-t-shirts-for-men-i262307214-s1480063772.html?search=1,950,750,-21%,https://static-01.daraz.pk/p/c97574e5fbf40fe333b9a375c492b4b9.jpg,No Brand,Stylish Design Lining Full Sleeve T Shirts for Men,39704,262307214,MA K store,90%,0.9,3,1115716,97%,//www.daraz.pk/shop/online-shopping-1572288897/?itemId=262307214&channelSource=pdp
5.0,4,https://www.daraz.pk/products/real-king-full-sleeves-kurti-printed-multicolor-pack-of-3-tshirts-for-men-i133890965-s1294288212.html?search=1,1999,1799,-10%,https://static-01.daraz.pk/p/61aaa50568c8b4f39b34da3e29794748.jpg,,Real King Full Sleeves Kurti Printed Multicolor Pack Of 3 Tshirts For Men,121192685,133890965,Real King,91%,0.91,3,1131176,100%,//www.daraz.pk/shop/real-king/?itemId=133890965&channelSource=pdp
0.0,0,https://www.daraz.pk/products/amazing-summer-collection-smart-fit-white-trendy-printed-o-neck-half-sleeves-t-shirt-for-men-i393500318-s1917495165.html?search=1,650,379,-42%,https://static-01.daraz.pk/p/c4016a2f59872bb4f5a023d9481d4bc9.jpg,No Brand,Amazing Summer Collection Smart Fit White Trendy Printed O-Neck Half Sleeves T Shirt For Men,39704,393500318,JZgxmFRC,91%,0.91,3,6005032557528,100%,//www.daraz.pk/shop/jzgxmfrc/?itemId=393500318&channelSource=pdp
4.2,27,https://www.daraz.pk/products/superman-navy-blue-cotton-printed-round-neck-tshirt-for-men-12182019-i2296899-s10421935.html?search=1,899,450,-50%,https://static-01.daraz.pk/p/1fc8db0fedf0c8914761fe3a7a5cc2f5.jpg,Jack Beos,Superman  Navy Blue Cotton Printed Round Neck Tshirt For Men 12182019,193707,2296899,Jack Beos,90%,0.9,3,9367,90%,//www.daraz.pk/shop/jack-beos-karachi/?itemId=2296899&channelSource=pdp
3.0,1,https://www.daraz.pk/products/-i395990230-s1921189918.html?search=1,649.0,389.0,-40%,https://static-01.daraz.pk/p/715d39ef506ef64fbdbd02a7cd7ea4c5.jpg,No Brand,Amazing Summer Collection Avengers Hero Printed Smart Fit White Trendy Printed O-Neck Half Sleeves T Shirt For Men N Boys,39704,395990230,Abbasi E Traders,89%,0.89,3,6005034195195,100%,//www.daraz.pk/shop/abbasi-e-traders/?itemId=395990230&channelSource=pdp
4.2,11,https://www.daraz.pk/products/-i201392220-s1400160125.html?search=1,1000,495,-50%,https://static-01.daraz.pk/p/84ea55f6dc1794e5cdbccdf7372042ac.jpg,No Brand,Markhor Full Sleeves Printed Round Neck T Shirt For Mens,39704,201392220,Siddique Fashions,87%,0.87,3,6005012334150,100%,//www.daraz.pk/shop/siddique-fashions/?itemId=201392220&channelSource=pdp
3.7,63,https://www.daraz.pk/products/4-i109226907-s1259346255.html?search=1,949,948,-0.1%,https://static-01.daraz.pk/p/3c15d5403aeeea258d4babdc6efee005.jpg,No Brand,Pack of 4 Round Half Sleeves summer cotton T-shirts,39704,109226907,Hafstore (Karachi),86%,0.86,3,11777,92%,//www.daraz.pk/shop/hafstore-karachi/?itemId=109226907&channelSource=pdp
0.0,0,https://www.daraz.pk/products/-i262909859-s1480281323.html?search=1,999,599,-40%,https://static-01.daraz.pk/p/8b323893219d004e4cb4345df9ec23d0.jpg,No Brand,Basic Royal Blue Full Sleeve Tshirt For men,39704,262909859,Accessory Port,89%,0.89,3,6005014617225,100%,//www.daraz.pk/shop/accessory-port/?itemId=262909859&channelSource=pdp
5.0,5,https://www.daraz.pk/products/multi-color-trendy-beast-printed-tracksuit-cotton-fabric-t-shirt-shorts-for-summer-elegant-suits-gym_track-suit-beast-printed-tshirtsshort-casual-wear-for-men-i336254405-s1741327931.html?search=1,1149,889,-23%,https://static-01.daraz.pk/p/82144e7f654dbbc858a25b7ecdf4ad6b.jpg,No Brand,Multi Color Trendy Beast Printed Tracksuit Cotton Fabric T-Shirt & Shorts for Summer Elegant Suits gym_Track Suit beast Printed tshirts+short Casual Wear for Men,39704,336254405,Outlet Store,87%,0.87,3,6005010090161,91%,//www.daraz.pk/shop/outlet-store/?itemId=336254405&channelSource=pdp
4.5,18,https://www.daraz.pk/products/o-i274863815-s1488518589.html?search=1,649,389,-40%,https://static-01.daraz.pk/p/822c03576e24a3a2a30d1c55918639f3.jpg,No Brand,Marvel Cotton Printed O Neck half sleeves T-Shirt for Man,39704,274863815,Sabs Store.,92%,0.92,3,6005018112769,100%,//www.daraz.pk/shop/sabs-store-1647167973/?itemId=274863815&channelSource=pdp
4.4,5,https://www.daraz.pk/products/-i121174693-s1276618835.html?search=1,999.0,599.0,-40%,https://static-01.daraz.pk/p/6b055e58d7c65302083ade5f9d797a8e.jpg,No Brand,Money Heist Printed Tshirt With Round Neck Half Sleeves Cotton Casual Summer Best Qaulity Tees For Unisex,39704,121174693,Jalals Store (Karachi),87%,0.87,3,25917,100%,//www.daraz.pk/shop/jalals-store-karachi/?itemId=121174693&channelSource=pdp
4.3,20,https://www.daraz.pk/products/bts-i229110103-s1449472466.html?search=1,299.0,281.0,-6%,https://static-01.daraz.pk/p/401eb13adf3b1537cfb953729fd8a761.jpg,No Brand,Trendy Stylish BTS Theme Tag Round neck White Colored Smart fit Tshirt Trendy Summer Wear T-Shirt Light Stuff Tee Shirt comfortable for Women,39704,229110103,RAJA APPAREL STORE,84%,0.84,3,6005013072660,100%,//www.daraz.pk/shop/raja-apparel-store/?itemId=229110103&channelSource=pdp
0.0,0,https://www.daraz.pk/products/tracksuit-new-trendy-markhor-printed-stylish-round-neck-half-sleeves-casual-t-shirt-and-matching-trouser-gym-part-shirt-and-jogging-trouser-i393693588-s1917773091.html?search=1,1396,896,-36%,https://static-01.daraz.pk/p/50768b8b6d0a2e793ffba50b12e28352.jpg,No Brand,tracksuit-New Trendy Markhor Printed stylish Round Neck Half Sleeves Casual T Shirt And Matching Trouser Gym Part Shirt And Jogging Trouser,39704,393693588,SIBZ SENSATION,85%,0.85,3,1141731,96%,//www.daraz.pk/shop/sibz-sensation/?itemId=393693588&channelSource=pdp
5.0,2,https://www.daraz.pk/products/maroon-trendy-printed-tshirt-trouser-tracksuit-for-men-tshirts-for-men-bundle-of-2-i397992523-s1925864568.html?search=1,999,939,-6%,https://static-01.daraz.pk/p/e97372c2b965b2982427b67cc12de5b4.jpg,No Brand,Maroon Trendy Printed Tshirt & Trouser tracksuit for men - tshirts for men - Bundle of 2,39704,397992523,VYBE,89%,0.89,3,6005035959694,100%,//www.daraz.pk/shop/cu4gmmmt/?itemId=397992523&channelSource=pdp
0.0,0,https://www.daraz.pk/products/blue-pack-of-3-markhor-printed-summer-tracksuit-t-shirt-trousers-short-i397438902-s1924056648.html?search=1,1299,1298,-0.1%,https://static-01.daraz.pk/p/d6f468c2932194ef3fdb786a05d799b4.jpg,No Brand,Blue Pack of 3 Markhor Printed summer Tracksuit (T-Shirt + Trousers + Short),39704,397438902,Hafstore (Karachi),86%,0.86,3,11777,92%,//www.daraz.pk/shop/hafstore-karachi/?itemId=397438902&channelSource=pdp
4.9,94,https://www.daraz.pk/products/-i133412289-s1293838819.html?search=1,1200,625,-48%,https://static-01.daraz.pk/p/cdb4405fc80b22a757b70055aed2ce1d.jpg,No Brand,Personal T-Shirt - Picture on Shirt - Customized Shirt,39704,133412289,Colour Ideas,96%,0.96,3,1098886,100%,//www.daraz.pk/shop/colour-ideas/?itemId=133412289&channelSource=pdp
0.0,0,https://www.daraz.pk/products/3d-i254123008-s1470657487.html?search=1,1000,700,-30%,https://static-01.daraz.pk/p/8411eb3947dcdbf1bb152c310e37384a.jpg,No Brand,3D LION Face T Shirt,39704,254123008,zhs cosmetics,95%,0.95,3,6005013111579,100%,//www.daraz.pk/shop/zhs-cosmetics/?itemId=254123008&channelSource=pdp
4.7,20,https://www.daraz.pk/products/-i275028031-s1488702282.html?search=1,799.0,484.0,-39%,https://static-01.daraz.pk/p/a051d5567c02363ca2b173ab752913d4.jpg,Paradise Zone,New Short Sleeve Black Printed Tshirt For Men,289682,275028031,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=275028031&channelSource=pdp
4.5,2,https://www.daraz.pk/products/elo-polo-republica-mens-horse-crest-embroidered-crew-neck-tee-shirt-i380206945-s1873915865.html?search=1,749.0,599.0,-20%,https://static-01.daraz.pk/p/079656f3771e8887c0c51c7757d7bb1f.jpg,ELO,elo - Polo Republica  Horse & Crest Embroidered Crew Neck t shirt for men,37270,380206945,elo,83%,0.83,3,10199,100%,//www.daraz.pk/shop/elo/?itemId=380206945&channelSource=pdp
4.6,214,https://www.daraz.pk/products/-i123164144-s1280018953.html?search=1,999,598,-40%,https://static-01.daraz.pk/p/a202210725a485d46b715c65f6611af4.jpg,Paradise Zone,Paradise Zone Full Sleeves Printed Army Green Tshirt For Men,289682,123164144,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=123164144&channelSource=pdp
5.0,1,https://www.daraz.pk/products/attitude-my-foot-i314266556-s1663518195.html?search=1,689,389,-44%,https://static-01.daraz.pk/p/ff018572cbcb0a92bc84f8a2b15a9c9c.jpg,No Brand,Amazing T Shirt Design Summer Collection Shirt Trendy Printed in White Color Smart Fit Round-Neck Half Sleeves Tee Shirt,39704,314266556,SIBZ SENSATION,85%,0.85,3,1141731,96%,//www.daraz.pk/shop/sibz-sensation/?itemId=314266556&channelSource=pdp
4.4,11,https://www.daraz.pk/products/oneck-i146164879-s1308826082.html?search=1,1800,499,-72%,https://static-01.daraz.pk/p/063def6acc47857dfd7f06da662a0a35.jpg,No Brand,Friends Printed Cotton Halfsleeves Oneck Tshirt,39704,146164879,Leather freaks,83%,0.83,3,1093117,73%,//www.daraz.pk/shop/leather-freaks/?itemId=146164879&channelSource=pdp
4.2,36,https://www.daraz.pk/products/-i269507546-s1483429964.html?search=1,2299,1179,-49%,https://static-01.daraz.pk/p/b5eb5b5c8e1b20b2b6251c72983dabf3.jpg,No Brand,Markhor Printed T shirt And Trouser Casual Cotton Sports Wear Trousers Summer Arrival Tees For Men,39704,269507546,Fairy Fresh,88%,0.88,3,1037802,100%,//www.daraz.pk/shop/fairy-fresh/?itemId=269507546&channelSource=pdp
0.0,0,https://www.daraz.pk/products/-i361050883-s1809631636.html?search=1,1999,1000,-50%,https://static-01.daraz.pk/p/65480dde85180be78d0919ae82adb4c0.jpg,Jerdoni,Jerdoni  Summer White Plain T-Shirt,123510609,361050883,Jerdoni Official,100%,1,3,6005027658047,100%,//www.daraz.pk/shop/jerdoni-pakistan/?itemId=361050883&channelSource=pdp
0.0,0,https://www.daraz.pk/products/-i401997135-s1940085650.html?search=1,720,395,-45%,https://static-01.daraz.pk/p/cb541cd91b50a434bb8ac886b7b0de61.jpg,No Brand,The boys T Shirt for Men & boy New Summer collection in stylish printed round neck half sleeves,39704,401997135,Need your life,79%,0.79,3,6005031702883,100%,//www.daraz.pk/shop/need-your-life/?itemId=401997135&channelSource=pdp
4.2,37,https://www.daraz.pk/products/mens-essential-v-neck-short-sleeves-i206788476-s1411478939.html?search=1,699,539,-23%,https://static-01.daraz.pk/p/0845a554d139ce6a111537432a33030b.jpg,Hinz,Men’s Essential V Neck (Short Sleeves),191088,206788476,Hinz,90%,0.9,3,6005012742148,98%,//www.daraz.pk/shop/hinz/?itemId=206788476&channelSource=pdp
0.0,0,https://www.daraz.pk/products/-i239390812-s1458649815.html?search=1,999,649,-35%,https://static-01.daraz.pk/p/3b462d2859fe76f966484911af825167.jpg,No Brand,Batman Printed Logo T shirt Collection Full Sleeves Crew Neck Tshirt Export Quality Tee For Men,39704,239390812,Jalals Store (Karachi),87%,0.87,3,25917,100%,//www.daraz.pk/shop/jalals-store-karachi/?itemId=239390812&channelSource=pdp
4.9,14,https://www.daraz.pk/products/100-i267649787-s1482563604.html?search=1,799.0,330.0,-59%,https://static-01.daraz.pk/p/5b2006de070407b73c78a746d9e5d025.jpg,Hooran Collection,Free Fire printed Summer 100% Cotton T-Shirt,123234487,267649787,Hooran Collections,85%,0.85,3,1034804,100%,//www.daraz.pk/shop/hooran-collections/?itemId=267649787&channelSource=pdp
0.0,0,https://www.daraz.pk/products/-i396360680-s1921664803.html?search=1,829,439,-47%,https://static-01.daraz.pk/p/cea0774f5b7fede3a2af29a9fca1c42a.jpg,No Brand,Stylish T Shirts for Men,39704,396360680,Lolly Pop,81%,0.81,3,6005010084129,100%,//www.daraz.pk/shop/lolly-pop/?itemId=396360680&channelSource=pdp
4.7,66,https://www.daraz.pk/products/new-casual-full-sleeve-t-shirts-for-men-i259850176-s1477643689.html?search=1,950.0,750.0,-21%,https://static-01.daraz.pk/p/01bd295f5274971a3ceb107df81b4bb4.jpg,No Brand,New Casual Full Sleeve T Shirts for Men,39704,259850176,MA K store,90%,0.9,3,1115716,97%,//www.daraz.pk/shop/online-shopping-1572288897/?itemId=259850176&channelSource=pdp
4.6,21,https://www.daraz.pk/products/-i319733953-s1696999441.html?search=1,1000,599,-40%,https://static-01.daraz.pk/p/032cb8e02c9d8fcc41e56a3f89fae25d.jpg,No Brand,T Shirts for Men,39704,319733953,Buy All Lahore,93%,0.93,3,6005007765123,100%,//www.daraz.pk/shop/buy-all-lahore/?itemId=319733953&channelSource=pdp
4.7,45,https://www.daraz.pk/products/new-stylish-full-sleeve-t-shirts-with-zip-i262295680-s1950301441.html?search=1,950,750,-21%,https://static-01.daraz.pk/p/18d5f4ef43a4ed651f94208219fa6164.jpg,No Brand,New Stylish Full Sleeve T Shirts with Zip,39704,262295680,MA K store,90%,0.9,3,1115716,97%,//www.daraz.pk/shop/online-shopping-1572288897/?itemId=262295680&channelSource=pdp
4.7,30,https://www.daraz.pk/products/-i131217233-s1291124420.html?search=1,799,581,-27%,https://static-01.daraz.pk/p/5238697c12a58be4d684ed88d51f5296.jpg,Paradise Zone,Full Sleeves Plain White Kurti Style Tshirt For Men,289682,131217233,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=131217233&channelSource=pdp
3.0,2,https://www.daraz.pk/products/3-003-i269157400-s1483218259.html?search=1,899.0,898.0,-0.1%,https://static-01.daraz.pk/p/044399eaa6d91424de2d99ec93e6e6c9.jpg,No Brand,Pack of 3 Super Combo Pack | T-Shirt | Trouser | Boxer | For Men 003,39704,269157400,Hafstore (Karachi),86%,0.86,3,11777,92%,//www.daraz.pk/shop/hafstore-karachi/?itemId=269157400&channelSource=pdp
4.8,54,https://www.daraz.pk/products/-i369536495-s1830298365.html?search=1,999,581,-42%,https://static-01.daraz.pk/p/a0c81c40db428afe90ba7064b6a3b609.jpg,Paradise Zone,Paradise Zone New Long Slevees Contrast Panel Printed Tshirt For Men,289682,369536495,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=369536495&channelSource=pdp
5.0,1,https://www.daraz.pk/products/-i400446483-s1934494077.html?search=1,499,350,-30%,https://static-01.daraz.pk/p/cb541cd91b50a434bb8ac886b7b0de61.jpg,No Brand,New THE Boys Printed T shirt for men Half sleeves round neck Trendy T shirt,39704,400446483,Athleisure clothing,100%,1,3,6005042943308,100%,//www.daraz.pk/shop/onnpqtq8/?itemId=400446483&channelSource=pdp
5.0,1,https://www.daraz.pk/products/amazing-summer-collection-marvel-white-batman-printed-smart-fit-in-black-shirt-trendy-printed-o-neck-half-sleeves-t-shirt-for-men-n-boys-i396214768-s1921427846.html?search=1,679,356,-48%,https://static-01.daraz.pk/p/90190b8f956bc1fd0a947ce2277eb546.jpg,No Brand,Amazing Summer Collection Marvel White Batman Printed Smart Fit In Black Shirt Trendy Printed O-Neck Half Sleeves T Shirt For Men N Boys,39704,396214768,Fashion Lab,84%,0.84,3,6005012925047,97%,//www.daraz.pk/shop/fashion-lab/?itemId=396214768&channelSource=pdp
4.5,36,https://www.daraz.pk/products/bindas-colloection-1-pc-full-sleeves-white-printed-t-shirt-for-men-i229211678-s1449600814.html?search=1,641,449,-30%,https://static-01.daraz.pk/p/b2a4f1264fb3235c4f71c0587ee26ef3.jpg,Bindas Collection,Bindas Colloection 1 Pc Full Sleeves White Printed T-shirt For Men,189896,229211678,Bindas Collection,87%,0.87,3,3849,99%,//www.daraz.pk/shop/bindas-collection/?itemId=229211678&channelSource=pdp
2.7,4,https://www.daraz.pk/products/bts-i277983647-s1499225727.html?search=1,599.0,359.0,-40%,https://static-01.daraz.pk/p/3f1e85ee255b61c6d4e576457658b3bd.jpg,No Brand,T Shirt New Stylish BTS Logo Flower Multi Colored TAGLINE Tag Print Casual Round Neck Half Sleeves Export Quality Shirt Smart Fit Tee Shirt,39704,277983647,Salaar Store,85%,0.85,3,6005011779503,97%,//www.daraz.pk/shop/salaar-store/?itemId=277983647&channelSource=pdp
0.0,0,https://www.daraz.pk/products/-i393949337-s1918038840.html?search=1,1950,965,-51%,https://static-01.daraz.pk/p/138cade91abbd2826a935c6f42a1db29.jpg,No Brand,MARKHOR Tracksuit for Men printed half Sleeve T-Shirt & Trouser for Summer Collection Elegant Trendy Wear,39704,393949337,Sobi Store.,91%,0.91,3,6005016324020,100%,//www.daraz.pk/shop/sobi-s/?itemId=393949337&channelSource=pdp
0.0,0,https://www.daraz.pk/products/5-i404186903-s1948287915.html?search=1,1499,649,-57%,https://static-01.daraz.pk/p/cc9a0d47c9bf2eca6aea690e87c87ad1.jpg,No Brand,Pack of 5 premium quality T-shirts,39704,404186903,Sweetie,33%,0.33,2,6005014809452,100%,//www.daraz.pk/shop/sweetie/?itemId=404186903&channelSource=pdp
4.8,21,https://www.daraz.pk/products/-i357523087-s1799012040.html?search=1,799.0,532.0,-33%,https://static-01.daraz.pk/p/39593dae5314e143d33cc1a6c7bc878f.jpg,Paradise Zone,Paradise Zone Long SLeeves Fashion Casual Printed Tshirt For Men,289682,357523087,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=357523087&channelSource=pdp
3.4,4,https://www.daraz.pk/products/qaulity-i178244451-s1354968963.html?search=1,899,599,-33%,https://static-01.daraz.pk/p/c93fe67fe26ca1468dcf525738257f3c.jpg,No Brand,Plain Tshirt for Men With A one qaulity,39704,178244451,tshirtscollection,80%,0.8,3,6005011989033,100%,//www.daraz.pk/shop/tshirtscollection/?itemId=178244451&channelSource=pdp
4.4,9,https://www.daraz.pk/products/o-i289253862-s1555117400.html?search=1,659.0,365.0,-45%,https://static-01.daraz.pk/p/e87000b9ac2418404e08d8f07721d792.jpg,No Brand,New T Shirt Design Trendy heart beat Printed In O Neck Half Sleeves T Shirt,39704,289253862,Zaibu Fashion,86%,0.86,3,6005012931035,90%,//www.daraz.pk/shop/zaibu-fashion/?itemId=289253862&channelSource=pdp
5.0,6,https://www.daraz.pk/products/-i357605548-s1799253455.html?search=1,749,435,-42%,https://static-01.daraz.pk/p/dfe8d6349db520ed65d0bf46fb1ab958.jpg,Paradise Zone,Paradise Zone New Reglan Short Sleeves Plain Casual Tshirt For Men,289682,357605548,Paradise Zone,91%,0.91,3,1042506,100%,//www.daraz.pk/shop/paradise-zone/?itemId=357605548&channelSource=pdp
0.0,0,https://www.daraz.pk/products/ad83-i395337977-s1920445524.html?search=1,899.0,599.0,-33%,https://static-01.daraz.pk/p/e466e318f512b7d30f3d0ca607792dcf.jpg,No Brand,Watchout Printed Half sleeve Style T-Shirt For Men (AD83),39704,395337977,Apki Deals,74%,0.74,3,1011711,100%,//www.daraz.pk/shop/apki-deals/?itemId=395337977&channelSource=pdp
4.6,22,https://www.daraz.pk/products/-i373244029-s1847494472.html?search=1,1200,649,-46%,https://static-01.daraz.pk/p/40c20e2d2b616c288cc176d326b09778.jpg,No Brand,Mens Full Sleeve T shirt for Him,39704,373244029,OwiStore,89%,0.89,3,6005013207079,100%,//www.daraz.pk/shop/owistorepk/?itemId=373244029&channelSource=pdp
0.0,0,https://www.daraz.pk/products/-i404186927-s1948285957.html?search=1,1599,670,-58%,https://static-01.daraz.pk/p/2d6059e07d5fd15023c53fe831e2f335.jpg,No Brand,Roman G.O.D. Mode Cotton Printed T-Shirt For Men,39704,404186927,Sweetie,33%,0.33,2,6005014809452,100%,//www.daraz.pk/shop/sweetie/?itemId=404186927&channelSource=pdp
5.0,2,https://www.daraz.pk/products/-i397523385-s1924207467.html?search=1,1000,599,-40%,https://static-01.daraz.pk/p/eb585dd9bda97eab51227d204ef2da88.jpg,No Brand,New stylish full sleeves t shirt for mans and boys,39704,397523385,M.H fashion0000,94%,0.94,3,6005043996907,100%,//www.daraz.pk/shop/dwp6gnrl/?itemId=397523385&channelSource=pdp
